x=1.3685684204101562,y=-0.06620645523071289,z=0.0,qx=0.0,qy=0.0,qz=0.027857755502743057,qw=0.9996118974173673,v=0.5,obst=stop,
x=3.2407686710357666,y=1.1077327728271484,z=0.0,qx=0.0,qy=0.0,qz=0.6862307157067973,qw=0.7273839459463872,v=0.5,obst=stop,
x=1.6627347469329834,y=2.4379982948303223,z=0.0,qx=0.0,qy=0.0,qz=-0.999901719348536,qw=0.014019687722684507,v=0.5,obst=stop,
x=-0.07321739196777344,y=-0.06014251708984375,z=0.0,qx=0.0,qy=0.0,qz=0.010089996575802956,qw=0.9999490946888748,v=0.5,obst=stop,
