x=2.5970351696014404,y=-0.21319007873535156,z=0.0,qx=0.0,qy=0.0,qz=0.9999313568704274,qw=0.01171672084098716,v=0.5,obst=stop,
x=0.47000932693481445,y=-0.15697240829467773,z=0.0,qx=0.0,qy=0.0,qz=-0.019335656217467453,qw=0.9998130487239302,v=0.5,obst=stop,
