x=2.7243595123291016,y=1.9608092308044434,z=0.0,qx=0.0,qy=0.0,qz=-0.7085922151734904,qw=0.7056182201414062,v=0.555,obst=avoid,
x=2.5243380069732666,y=-0.6383366584777832,z=0.0,qx=0.0,qy=0.0,qz=0.7056183569921222,qw=0.708592078897117,v=0.555,obst=avoid,
